 #           0     1481899           1           1           0
           0           0           0           0           0           0           0           0           0         656
           0           0           0           0           0           0           0           0           0         640
           0           0           0           0           0           0           0           0           0         651
           0           0           0           0           0           0           0           0           0         573
           0           0           0           0           0           0           0           0           0         608
           0           0           0           0           0           0           0           0           0         670
           0           0           0           0           0           0           0           0           0         658
           0           0           0           0           0           0           0           0           0         697
           0           0           0           0           0           0           0           0           0         603
           0           0           0           0           0           0           0           0           0         626
           0           0           0           0           0           0           0           0           0         596
           0           0           0           0           0           0           0           0           0         555
           0           0           0           0           0           0           0           0           0         616
           0           0           0           0           0           0           0           0           0         654
           0           0           0           0           0           0           0           0           0         722
           0           0           0           0           0           0           0           0           0         674
           0           0           0           0           0           0           0           0           0         634
           0           0           0           0           0           0           0           0           0         656
           0           0           0           0           0           0           0           0           0         549
           0           0           0           0           0           0           0           0           0         598
           0           0           0           0           0           0           0           0           0         598
           0           0           0           0           0           0           0           0           0         607
           0           0           0           0           0           0           0           0           0         496
           0           0           0           0           0           0           0           0           0         629
           0           0           0           0           0           0           0           0           0         560
           0           0           0           0           0           0           0           0           0         661
           0           0           0           0           0           0           0           0           0         711
           0           0           0           0           0           0           0           0           0         723
           0           0           0           0           0           0           0           0           0         687
           0           0           0           0           0           0           0           0           0         649
           0           0           0           0           0           0           0           0           0         588
           0           0           0           0           0           0           0           0           0         654
           0           0           0           0           0           0           0           0           0         463
           0           0           0           0           0           0           0           0           0         471
           0           0           0           0           0           0           0           0           0         557
           0           0           0           0           0           0           0           0           0         609
           0           0           0           0           0           0           0           0           0         612
           0           0           0           0           0           0           0           0           0         513
           0           0           0           0           0           0           0           0           0         574
           0           0           0           0           0           0           0           0           0         534
           0           0           0           0           0           0           0           0           0         531
           0           0           0           0           0           0           0           0           0         570
           0           0           0           0           0           0           0           0           0         695
           0           0           0           0           0           0           0           0           0         769
           0           0           0           0           0           0           0           0           0         753
           0           0           0           0           0           0           0           0           0         685
           0           0           0           0           0           0           0           0           0         705
           0           0           0           0           0           0           0           0           0         673
           0           0           0           0           0           0           0           0           0         651
           0           0           0           0           0           0           0           0           0         500
           0           0           0           0           0           0           0           0           0         514
           0           0           0           0           0           0           0           0           0         490
           0           0           0           0           0           0           0           0           0         493
           0           0           0           0           0           0           0           0           0         500
           0           0           0           0           0           0           0           0           0         621
           0           0           0           0           0           0           0           0           0         606
           0           0           0           0           0           0           0           0           0         470
           0           0           0           0           0           0           0           0           0         334
           0           0           0           0           0           0           0           0           0         543
           0           0           0           0           0           0           0           0           0         499
           0           0           0           0           0           0           0           0           0         437
           0           0           0           0           0           0           0           0           0         503
           0           0           0           0           0           0           0           0           0         719
           0           0           0           0           0           0           0           0           0         777
           0           0           0           0           0           0           0           0           0         738
           0           0           0           0           0           0           0           0           0         703
           0           0           0           0           0           0           0           0           0         703
           0           0           0           0           0           0           0           0           0         742
           0           0           0           0           0           0           0           0           0         764
           0           0           0           0           0           0           0           0           0         732
           0           0           0           0           0           0           0           0           0         610
           0           0           0           0           0           0           0           0           0         489
           0           0           0           0           0           0           0           0           0         569
           0           0           0           0           0           0           0           0           0         570
           0           0           0           0           0           0           0           0           0         558
           0           0           0           0           0           0           0           0           0         579
           0           0           0           0           0           0           0           0           0         549
           0           0           0           0           0           0           0           0           0         510
           0           0           0           0           0           0           0           0           0         564
           0           0           0           0           0           0           0           0           0         434
